year,county,data item,value
1924,rock,2616000
1923,cottonwood,4140000
1923,jackson,4598000
1923,lincoln,2698000
1923,lyon,4880720
1923,murray,4377100
1923,nobles,5240200
1923,pipestone,3412000
1923,redwood,5862400
1923,rock,4059900
1922,cottonwood,3067791
1922,jackson,3786400
1922,lincoln,2094144
1922,lyon,3158456
1922,murray,3261195
1922,nobles,4443845
1922,pipestone,3019676
1922,redwood,3991923
1922,rock,3221955
1921,cottonwood,4363245
1921,jackson,3286800
1921,lincoln,2214000
1921,lyon,4992300
1921,murray,4378200
1921,nobles,5315520
1921,pipestone,3517360
1921,redwood,5960006
1921,rock,3963388
