PRCP,TMAX,TMIN
0,80,58
0.11,80,57
0,73,52
0,79,53
0,79,56
0,81,56
0,79,61
0,78,61
0,83,57
0,82,61
0.18,67,54
0,75,46
0,79,59
0.03,77,62
0.03,79,60
0,86,60
0,91,66
0.45,87,59
0,77,58
0.02,81,63
0.89,80,61
0,69,49
0.01,78,59
0,73,48
0,70,54
0,88,66
1.59,78,59
0,63,41
0,68,42
0,70,47
0,80,57
0,81,59
0,80,57
0.03,74,59
0,81,61
0.28,75,50
0,68,44
0,61,47
0,66,40
0,68,40
0,67,54
1.4,67,59
0.03,63,55
0,72,42
0,72,40
1.24,57,45
0.04,54,46
2.24,51,48
0.55,70,50
1.26,68,50
0.28,69,51
0.13,71,53
2.6,74,62
0,72,56
0,72,52
0.06,68,54
0.1,78,55
0,79,54
0,77,50
0.02,69,46
,,
0,70,48
0,70,45
0,65,51
0.21,59,46
0,58,37
0,56,45
0,65,33
0,77,47
0,74,42
0,53,31
0,55,37
0.4,53,35
0.05,37,30
0,40,29
0,54,26
0,52,30
0,66,39
0,63,36
0,62,40
0,70,40
0,75,48
0,72,47
0.16,65,48
0.14,56,46
0,47,41
0.03,50,45
0,51,45
0,72,41
0,62,47
0,55,32
0.04,58,37
0.06,55,37
0,39,22
0,47,21
0,44,31
0,44,18
0,52,29
0,54,38
0.02,49,37
0.58,49,24
0,29,16
0.13,22,3
0,17,-10
0,16,-1
0,17,-8
0,29,13
0,26,15
0,37,12
0.02,35,19
0.27,21,7
0.03,30,1
0.08,30,17
0,40,12
0,40,28
0,32,20
0,46,19
0,45,32
0,41,20
0,48,26
0,55,29
0,43,27
0,34,29
0,30,25
0,38,23
0,33,22
0,25,12
0,41,12
0,36,12
0,33,16
0,31,18
0,30,4
0,20,0
0,31,13
0,16,2
0,16,-4
0,42,14
0,46,19
0,46,25
0,35,22
0,40,17
0,33,18
0,33,12
0,35,15
0,40,21
0,37,17
0,41,21
0,33,22
0,40,13
0,38,31
0,,
0,37,25
0,38,18
0,35,25
0,27,18
0,34,9
0.02,36,23
0,43,24
0,34,28
0.02,33,26
0,27,24
0,37,17
0,27,17
0,24,14
0,45,10
0,55,30
0,56,34
0,38,27
0,30,1
0,18,-2
0.02,22,12
0,31,5
0.01,28,12
0,25,4
0,34,11
0.01,20,-1
0,6,-19
0,16,1
0,24,13
0,34,12
0,38,22
0,38,10
0.02,40,27
0,41,25
0,51,24
0,52,27
0,46,27
0,37,17
0,39,19
0,45,26
0,55,24
0,60,29
0,49,18
0,50,18
0,46,25
0,57,21
0,46,29
0,46,24
0,32,15
0,32,15
0,27,16
0,34,11
0,40,8
0,43,13
0,41,16
0,43,16
0,34,27
0,48,16
0,48,31
0,43,27
0,51,29
0.01,42,30
0.31,42,30
0.02,34,28
0,36,22
0,46,13
0,63,34
0,65,28
0,71,39
0,75,43
0,64,25
0,28,14
0,31,14
0,46,25
0.01,39,24
0,45,26
0,43,32
0,32,27
0,34,29
0.02,38,30
0.41,38,32
0.18,49,35
0,59,40
0.28,54,40
0,50,31
1.71,45,37
0.34,49,35
0.53,47,35
0,36,32
0,52,27
0,45,14
0,30,12
0,35,14
0,57,20
0,51,29
0,39,18
0,46,18
0,55,27
0,62,26
0,65,28
0,72,31
0,74,35
0,63,43
0,57,34
0.1,57,33
0,63,35
0.24,56,43
0,62,40
0,67,38
0,73,43
0,84,47
0,85,54
0,88,58
0,85,49
0,55,35
0.06,60,39
0,69,75
0,76,43
0,77,49
0,83,52
0,78,43
0,85,34
0,73,52
0,75,35
0,92,53
0.57,73,48
0.3,69,50
0,68,44
0,68,50
0,74,51
0,75,47
0,82,51
0,90,57
0.02,92,60
0.02,88,54
0,81,44
0.14,92,54
0,88,53
0,85,53
0,91,61
0,93,61
0.05,78,49
0,77,51
0,84,63
0.36,82,44
0,44,37
0,64,44
0.01,62,52
0.7,57,50
0.1,72,56
0.01,73,60
0,73,61
0,82,63
0.18,80,57
0,83,57
0,82,66
0,73,52
0,68,49
0,82,48
0,91,59
0,95,64
0,92,68
0.01,83,62
0,71,54
0.59,73,55
0.76,83,61
0,88,62
0,95,66
0,92,68
0,88,54
0,89,67
0.16,88,68
0,86,66
0,85,63
0,81,66
0,86,62
0,90,60
0,88,63
0.06,81,57
0.12,78,56
0,74,50
0,83,48
0.02,89,59
0.2,75,57
0,76,48
0,81,54
0,81,59
0,78,52
0,80,52
1.51,83,63
0,87,64
0.4,84,64
0.31,82,59
0,83,63
0.64,83,64
0.64,80,64
0.84,76,58
0,72,49
0.34,75,54
0,78,55
0,87,63
0,86,72
0.29,83,68
0,88,67
0,90,67
0.57,88,66
0,86,70
0,88,70
0,87,66
0,90,63
0,93,73
0,92,74
0,94,72
0,95,74
0,95,72
0,95,74
0,92,73
0,93,66
0,89,69
0,78,54
0,82,54
0.02,80,66
0,77,58
0.32,74,60
0.23,84,54
0,84,57
0,84,66
0,82,64
0,78,58
0,80,63
0,90,70
0.77,86,66
0,77,54
0,75,47
0,77,55
0,81,51
0,86,66
0,77,53
0,71,41
0,68,49
0.19,59,50
0.02,60,53
0.01,64,56
0,75,50
0,85,53
0,74,50
0,74,46
0,79,52
0,75,46
0,80,56
0,86,63
0,82,61
0,76,50
0.26,76,48
0,74,46
0.04,77,51
0,75,53
0.53,71,43
0,66,46
0.28,70,42
0.03,66,49
0,74,50
1.06,69,61
0.08,68,57
0.05,64,49
0.22,59,46
0,59,45
0,64,48
0,69,44
0,79,47
0,77,48
0,78,47
0,85,59
0,83,63
0,78,50
0,71,44
0,71,44
0,77,47
0,69,32
0,65,27
0,86,45
0,75,45
0,54,36
0,55,27
0,66,34
0,58,30
0,44,18
0,54,24
0,65,30
0,73,40
0,66,44
0.12,52,42
0,50,38
0.02,60,33
0,54,39
0,52,29
0.01,48,26
0,40,20
0,45,30
0,45,27
0,43,27
0.09,43,21
0,52,23
0,46,30
0,56,27
0,67,26
0,60,38
0,54,37
0,55,46
0,61,51
0,59,52
0,54,41
0,50,25
0,57,36
0,57,38
0,50,27
0,43,15
0,47,15
0,56,27
0,62,34
0,56,39
0,56,27
0,55,47
0.72,54,32
0.03,32,27
0,42,21
0,41,29
0,33,14
0,47,20
0,51,26
0,40,29
0,42,17
0,35,26
0,38,29
0,34,25
0.32,30,25
0.31,30,25
0,27,23
0,26,19
0,26,16
0,28,23
0,25,9
0,32,18
0,32,31
0,32,30
0.34,35,32
0.1,34,31
0,37,22
0,41,32
0,34,26
0,30,21
0,25,20
0,21,16
0,26,9
0,31,12
0,38,13
0.07,32,21
0,31,15
0,31,15
0,36,24
0.04,32,28
0.13,30,16
0,16,1
0,24,3
0.09,26,8
0.77,24,17
0,21,5
0,29,16
0,26,-5
0,0,-18
0,15,-10
0,14,3
0,3,-16
0,-11,-25
0,-4,-29
0,10,-20
0,3,-15
0,-3,-21
0,12,-13
0,25,8
0.04,29,-2
0,7,-14
0,22,-3
0,32,16
0,36,28
0,36,9
0,33,13
0.3,29,26
0.16,29,8
0,12,-10
0,24,1
0.09,28,-4
0.01,29,-1
0,1,-13
0,3,-18
0,23,3
0,28,10
0,36,25
0,34,23
0,27,0
0,0,-9
0,7,-22
0,7,-6
0.06,-1,-9
0,-6,-18
0,10,-18
0,18,0
0.03,21,-1
0.1,9,-3
0.06,-3,-16
0,-3,-26
0.04,9,-21
0,23,8
0,26,9
0,16,-10
0,33,16
0,34,17
0,37,21
0,35,24
0,31,-2
0,38,-3
0,39,21
0,21,3
0,21,3
0,35,4
0,40,27
0,42,20
0,40,32
0,41,27
0,43,28
0,36,19
0,28,14
0,32,13
0,45,20
0,48,29
0,43,34
0.03,39,32
0,47,24
0,55,34
0,48,34
0.16,41,14
0,17,9
0,21,7
0,27,12
0,34,18
0,37,23
0,39,22
0,43,26
0,45,22
0,51,22
0,75,31
0,55,30
0.48,51,39
0,54,34
0,47,21
0,70,27
0.07,60,29
0,42,25
0,57,25
0,50,29
0,52,26
0.93,49,37
0,49,39
0,68,39
0.2,66,43
0,62,26
0,83,33
0,86,53
0.44,71,33
0,53,28
0,59,25
0,72,34
0,71,43
0,53,24
0,52,23
0,71,27
0,69,39
0,48,22
0,59,18
0,58,16
0.79,52,28
0.22,37,32
0.49,50,31
0,66,30
0.15,64,34
0.53,38,32
0.01,53,31
0,65,37
0,73,38
0,74,49
0,77,51
0,78,53
0,75,43
0,74,42
0,78,45
0,76,49
0.06,80,55
0,79,48
0.3,67,46
0,75,46
0,77,42
0,85,49
0,84,35
0,85,51
0,77,55
0,,
0,79,28
0,83,59
0,89,60
0.28,86,56
0.19,66,58
0.45,61,56
0,74,53
0,75,52
0,81,47
0.04,85,61
0.38,85,61
0,88,65
0.25,85,64
0,85,65
0.06,86,64
0.02,83,62
0,84,56
0,86,65
0.17,85,61
0,84,55
0,85,57
0,86,64
0,86,61
0,80,48
0,81,46
0,85,60
0,91,67
0.1,90,66
0,86,66
0,77,54
0,85,50
0.19,82,55
0,94,64
0,101,71
0,97,65
0,105,75
0,104,73
0.17,85,64
0,102,67
0,99,68
0,80,54
0,86,53
0,101,67
0.15,76,59
0,76,59
0,76,48
0,81,55
0,81,59
0,93,68
0,95,73
0,95,75
0,94,74
0.15,92,62
0.02,79,68
0.01,83,61
0.42,80,56
0,84,60
0,96,71
0,92,58
0,95,77
0,88,61
0,85,67
0,85,61
0.05,83,58
0,77,56
0,83,55
0,86,55
0,87,60
0,86,63
0,85,53
0,92,56
0,93,64
0,92,68
0.03,90,70
0,93,60
0,104,74
0,100,73
0.8,91,70
0.01,79,70
0.51,77,61
0,83,55
0,88,65
0.53,95,72
0.07,79,63
0,84,55
0,88,64
0,92,71
0,90,73
0.86,90,67
0,85,63
0,99,67
0,98,77
0,96,75
0,90,63
0,74,61
0,82,57
0,81,67
1.51,81,66
0,79,58
0,82,56
0,80,54
0,75,48
0.27,67,52
0,70,44
0,74,46
0,79,43
0,84,61
0,86,66
0,86,55
0.06,78,53
0,73,53
0,70,40
0,76,38
0,78,55
0,78,56
0,79,48
0,87,51
0,88,67
0.16,85,50
0,72,43
0,73,50
1.63,71,54
0.79,76,57
0,88,60
0,85,66
0.09,79,47
0.06,65,44
0,73,42
0,71,53
0,70,42
0,74,50
0,77,46
0.11,80,57
0,76,48
0.92,60,49
0.03,57,52
0.02,66,52
0,65,47
0,60,38
0,56,37
0,48,27
0,54,22
0,58,35
0,55,34
0,65,36
0,71,41
0,68,45
0,56,32
0,58,28
0,68,39
0,75,49
0,74,40
0.01,65,44
0,58,42
0,55,32
0,49,27
0.02,55,39
0,54,38
0,60,26
0,58,32
0,52,24
0,47,23
0,56,20
0.02,54,32
0,38,18
0,38,19
0,47,19
0,60,34
0,49,26
0,56,32
0.01,61,36
0.33,52,44
0.11,44,29
0,44,25
0.05,50,28
0,,
0,47,31
0,43,26
0.02,45,19
0.38,36,30
0,48,30
0,41,30
0.08,39,30
0.38,30,19
0,29,13
0,32,20
0,31,20
0,27,13
0,36,10
0,41,25
0,58,11
0,52,36
0,42,29
0.54,35,29
0.18,30,15
0,23,-1
0.06,34,1
0,32,13
0,27,5
0,38,23
0,39,32
0,33,12
0,39,24
0,41,31
0,36,20
0,24,10
0,21,3
0,18,-6
0,15,-6
0,39,3
0,38,25
0,39,16
0,16,-6
0,24,2
0,24,12
0,44,15
0,44,27
0,35,21
0,34,16
0,41,27
0,36,21
0,30,9
0,14,1
0.1,31,14
0.02,32,-1
0,7,-5
0,25,-5
0,30,10
0,33,17
0,33,5
0,23,-5
0,26,16
0,39,15
0,37,21
0,30,15
0.26,30,-1
0,2,-5
0,18,-11
0,17,-8
0,22,3
0,24,17
0,36,7
0,35,22
0,32,16
0,40,9
0,39,23
0,37,28
0,39,29
0,32,13
0,44,23
0,49,28
0,41,24
0,31,21
0.04,30,27
0,35,7
0,49,25
0,37,28
0,42,22
0,52,26
0,48,17
0,17,-10
0.09,-10,-18
0,-14,-25
0,-17,-18
0.01,-1,-16
0,13,-9
0,23,1
0,15,-8
0,23,-8
0,34,1
0,32,9
0,35,10
0.03,30,20
0,30,7
0,27,2
0,27,-2
0.21,24,3
0.19,5,-5
0,11,-15
0.08,21,11
0,20,10
0,10,-5
0,18,-14
0,40,13
0,37,21
0,25,8
0.03,29,4
0,27,5
0.01,16,-2
0.17,3,-2
0.33,11,1
0.11,11,6
0,15,-6
0,25,-11
0,33,14
0.06,40,27
0,49,30
0,62,31
0,52,33
0.08,37,31
0,37,34
0.42,37,18
0,28,6
0,29,6
0.28,12,5
0,21,-4
0,35,11
0,33,14
0,33,4
0,45,24
0,51,33
0.01,52,32
0,51,29
0,69,
0,73,
0,57,36
0.04,53,36
0,48,30
0,45,24
0.15,55,31
0,59,35
0.05,55,39
0.04,49,33
0,52,28
0,49,28
0.3,45,26
0.09,33,16
0,29,10
0,38,13
0,39,26
0,48,24
0,67,33
0,64,34
0,63,27
0,66,44
0,60,22
0,55,31
0,71,29
0,80,45
0,80,42
0,78,54
0,80,51
0,73,50
0.06,72,50
1.03,70,51
0,64,48
0.77,57,44
0.11,49,35
0,48,29
0,49,30
0,58,33
0,64,36
0.28,65,48
0.05,63,34
0,56,28
0,71,29
0,73,50
0.02,69,37
0,76,46
0,75,51
0,76,48
0,75,38
0,76,45
0,80,51
0,82,50
0,80,62
0.45,73,57
0,76,53
0,74,43
0.05,77,47
0,80,51
0,83,59
0.23,80,60
0,73,44
0,70,43
0,74,38
0,,
0,74,55
0.03,63,46
0.01,64,48
0,74,46
0,80,52
0.05,77,49
0,76,49
0,83,53
0,88,58
0,84,64
0,78,50
0,70,45
0,78,47
0,80,61
0.19,75,61
0,63,47
0.07,60,45
0,73,39
0,81,46
0.79,80,53
0.2,81,60
0,89,62
0,93,72
0.56,92,69
0,70,53
0,78,54
0.22,76,54
0.06,78,62
1.68,77,60
0,80,49
0,84,63
0,86,69
0,86,67
0,86,65
0,87,67
0,91,69
0.06,89,66
0,92,71
0,91,70
0,86,63
0,96,69
0,101,68
0,98,71
2.29,89,66
0.06,80,69
0,79,64
0.02,74,60
0,77,54
0,78,59
0.02,77,57
1.03,74,59
0,79,57
0,81,58
0,80,60
0,79,53
0,79,59
0,82,62
0,84,65
0,87,68
0,86,68
0,85,61
0.36,86,67
0.05,84,67
0,84,65
0,85,68
0,85,66
0,85,72
0,89,68
0,87,61
0,78,52
0,75,48
0,81,53
0,82,53
0,82,59
0.08,82,61
0.21,80,62
0,85,62
0.27,82,56
0,76,53
0,77,51
0,80,56
0,80,59
0.39,80,65
0.01,78,54
0.12,84,58
0,87,64
0,83,57
0,82,60
0,75,63
0.25,80,65
0,77,59
0,79,63
0,74,50
0.01,84,60
0,85,70
0,82,63
0,76,46
0,79,59
2.27,78,59
0,80,55
0,76,66
0.27,76,53
0,67,56
0.09,62,53
0.04,60,39
0.07,55,41
0,54,35
0,63,36
0,68,37
0,71,44
0,80,52
0,84,55
0,84,55
0.48,79,63
0.62,79,61
0,76,58
0,70,45
0,55,29
0,64,36
0,64,45
0,63,30
0,74,47
0,79,51
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,77,52
0,72,36
0,82,47
0,76,40
0,72,42
0.03,48,35
0,47,25
0,43,22
0,46,14
0,62,19
0,68,25
0,74,48
0,78,48
0,80,38
0,79,58
0,77,61
0,71,43
0,60,30
0.06,58,39
0,40,30
0,50,19
,42,26
0.03,29,21
0,37,13
0,56,29
0.48,51,32
0.26,43,30
0.02,49,32
0,46,32
0,47,28
0,48,21
0,48,35
0,48,23
0,43,30
0.05,32,23
0,31,17
0,17,2
0,26,8
0,29,3
0,60,19
0,53,28
0,30,19
0.07,27,6
0,17,0
0,37,5
0,40,27
0,38,26
0.19,40,8
0,9,-1
0,37,-1
0,42,18
0,40,16
0,40,11
0,28,2
0,49,26
0,47,33
0,34,8
0.07,13,9
0,22,-1
0,34,18
0,20,6
0,6,-3
0.01,9,-10
0.05,10,-8
0,-8,-20
0,5,-15
0,15,1
0,6,-9
0,2,-10
0,2,-17
0,-7,-17
0,-7,-27
0,-6,-26
0,7,-21
0.06,32,7
0,37,10
0,22,-6
0,35,22
0,40,26
0,31,18
0,26,19
0,26,15
0,30,3
0,39,21
0,35,24
0,31,15
0,35,18
0,43,6
0,47,27
0,47,33
0,40,26
0,55,20
0,50,26
0,26,10
0,40,9
0,49,23
0,47,22
0,33,20
0,29,26
0,30,16
0,35,16
0,29,19
0,42,13
0,41,25
0,43,25
0,35,24
0,37,15
0,46,14
0.08,35,18
0,39,14
0,46,16
0,38,2
0,34,9
0,25,-4
0,18,-2
0.01,40,6
0,52,
0,50,25
0,45,10
0,56,25
0,42,21
0,34,21
0,34,14
0.01,48,25
0,58,31
0,39,4
0,16,1
0.27,18,11
0.14,17,4
0,22,-18
0,25,11
0,25,1
0,40,12
0,44,28
0,37,23
0,43,22
0,34,0
0,20,3
0,47,16
0,41,13
0,43,11
0,58,22
0,52,27
0,40,11
0,49,26
0,39,15
0,32,21
0.38,33,25
0.07,32,29
0,43,31
0,38,25
0.21,62,36
0.35,66,49
0.21,56,34
0.33,47,36
0.75,38,27
0.01,33,28
0,35,28
0,33,19
0,33,5
0,48,23
0,55,29
0.28,48,23
0,24,9
0,33,19
0,43,19
0,43,18
0,55,29
0,47,34
0,50,29
0,56,26
0,52,33
0,46,33
0,45,23
0,65,19
0,64,33
0.04,53,19
0,37,12
0,55,15
0.09,64,24
0.27,54,43
0,45,29
0,38,22
0,51,21
0,50,27
0.01,66,31
0,58,23
0.21,57,33
0,50,21
0,60,27
0,67,45
0,77,45
0,82,41
0,85,54
0.18,84,62
0.01,79,56
0,79,61
0.05,75,67
0.07,69,37
0.13,45,28
1.07,44,31
0,47,29
0,55,26
0,66,31
0,68,36
0,69,43
0.01,67,45
0,75,34
0,89,54
0.33,83,49
0.22,60,43
0,59,32
0.07,60,37
0.12,55,46
0.02,62,39
0.62,64,51
1.06,61,44
0.1,58,47
0,65,42
0,67,38
1.24,63,44
0.02,54,41
0,61,45
0,75,45
0.13,73,55
0,70,53
0.84,64,56
0.02,71,56
0,68,53
0,77,49
0,77,51
0,75,54
0,70,51
0,82,59
0.25,81,55
0.1,58,36
0,66,37
0,76,55
0,73,53
0.03,73,48
0,78,58
0,82,54
0,87,56
0,93,68
0.02,93,66
0.32,84,60
0,81,53
0,79,62
0.32,74,60
0.67,75,61
0,87,60
0.54,84,63
0,77,
0,77,58
0,74,55
0,77,54
0,85,51
0,91,60
0,91,65
0,93,69
0.76,93,67
0,87,66
0,87,64
0.04,84,64
0,90,70
0,102,72
0.13,96,64
0,77,57
0,83,56
0.17,90,67
0.11,90,65
0.01,71,60
0,77,59
0,75,60
0.13,69,54
0,74,45
0,79,45
0,83,49
0,88,55
0,92,71
0,90,58
1.01,69,63
0.04,75,54
0.01,73,60
0.05,73,51
0,78,54
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0,80,57
0,85,60
0.63,82,62
0.03,72,49
0,69,52
0,78,50
0,87,63
0,81,57
0,83,64
0.33,86,57
0,86,67
0.4,72,54
0.68,62,57
0,68,60
0,74,62
0.33,78,65
0.11,78,64
0,88,61
0,86,62
0,92,68
0,89,67
0.03,83,61
0,87,60
0,87,70
0,85,60
0,82,56
0.05,88,69
0,85,68
0,93,68
0,89,69
0,80,61
0,81,53
0,81,61
0,79,50
0,90,60
0,93,65
0,90,64
0.05,87,51
0,78,48
0,68,38
0,66,42
0.34,62,53
0,70,44
0,69,53
0,68,47
0,65,41
0,62,30
0,84,43
0,86,51
0,88,45
0,85,57
0,65,40
0,62,45
0,69,35
0,69,40
0,80,48
1.41,76,49
0,70,41
0,79,53
0,76,42
0,51,33
0.01,47,37
0,52,25
0,54,25
0,56,39
0.04,57,31
0,58,41
0.01,56,35
0,56,34
0,68,33
0.09,66,30
0.13,40,21
0,61,28
0.45,57,38
0.03,46,28
0,54,33
0,57,41
0.01,53,32
0,58,23
0,70,41
0,63,40
0,57,23
0,67,41
0,64,31
0,74,32
0,69,56
0,61,37
0.33,40,27
0,31,11
0,33,8
0.08,29,23
0,29,11
0,35,15
0,40,26
0,39,30
0,43,27
0,41,22
0,54,27
0,64,41
0,59,44
0,50,31
0,47,25
0,56,34
0,58,25
0,57,43
0,62,41
0,47,24
0,48,30
0,63,35
0,51,16
0,32,18
0.21,27,16
0.28,24,4
0,33,11
0,39,28
0,36,18
0,28,11
0.05,25,16
0,26,12
0,45,21
0,39,19
0,46,29
0,51,27
0,55,30
0,51,24
0,39,25
0,35,29
0,30,11
0,32,17
0.79,30,17
0,32,7
0,32,9
0,22,-2
0,18,9
0.09,9,-13
0.04,-11,-17
0,-14,-22
0,-6,-26
0,17,-9
0,19,-16
0,5,-17
0,19,4
0,24,2
0,2,-16
0,-8,-22
0,13,-11
0,23,3
0.08,3,-6
0,5,-12
0,8,-12
0,16,0
0,4,-10
0,8,-13
0,19,6
0,9,-4
0.03,17,2
0.06,19,15
0,17,9
0,38,12
0,37,22
0,29,24
0,27,20
0,28,11
0,34,11
0,36,28
0,29,0
0,5,-14
0,36,1
0,30,4
0,12,-14
0,12,-9
0,23,1
0,31,16
0,27,7
0,8,4
0,25,-5
0,27,-5
0,35,16
0,43,29
0,39,32
0,47,34
0,50,25
0,50,28
0,46,23
0,55,30
0,45,25
0,34,21
0.03,26,14
0,29,15
0,38,25
0,25,3
0,18,-9
0,46,10
0,40,18
0.41,34,23
0,28,16
0,45,18
0,47,30
0,36,21
0,34,18
0,18,3
0,24,0
0.01,23,19
0,30,15
0.05,49,20
0,41,21
0,21,-3
0,36,0
0,61,22
0,62,32
0,32,14
0,40,8
0,43,22
0,50,16
0,51,16
0,54,29
0.07,47,28
0.32,30,24
0,36,12
0,39,19
0,37,30
0,40,32
0,51,33
0,62,33
0.01,57,37
0,48,38
0.18,38,32
1.02,39,29
0,51,30
0,55,35
0,73,32
0,68,21
0.03,33,20
0,31,16
0,53,18
0,55,31
0,55,24
0,67,24
0,67,40
0,73,42
0,85,49
0,86,51
0,74,57
0,69,43
0,47,35
0,57,23
0.12,53,37
0.57,40,33
0.94,40,33
0.08,51,36
0.23,50,35
0.02,54,31
0,57,29
0.14,54,41
0,50,32
0.01,52,35
0,60,26
0,58,41
0,54,32
0,70,32
0,68,47
0,65,48
0.13,63,44
0,71,42
0.88,69,43
0.04,51,41
0,52,36
0,52,34
0.5,45,39
0.13,47,37
0,47,35
0,50,35
0,57,29
0.1,56,45
0,76,52
0,75,58
0,82,59
0,86,61
0.41,85,55
0.03,86,59
0.09,86,61
0.21,76,62
0.88,74,48
0.09,48,42
0,68,43
0,80,61
0,,
0,80,61
0.04,78,67
0,76,61
0,75,54
0,83,61
0,81,60
0.61,80,62
0.18,78,63
0.26,81,61
0.3,83,63
0.08,82,66
0,83,64
0.04,84,63
0.7,72,55
0.33,69,55
0,75,56
0,78,58
0,78,60
0,83,64
0.25,80,63
0,84,60
0,88,64
0.03,87,67
0.16,81,65
0.55,81,63
0,79,53
0,83,61
0,84,66
0,87,60
0.21,81,63
1.7,76,62
0,64,53
0,67,57
0,76,61
0,88,65
0,88,75
0,88,73
0,91,71
0,89,70
0,91,69
0.14,88,67
0.05,79,60
0,75,57
0,78,57
0,90,57
0,90,65
0.07,81,63
0.03,70,51
0,77,57
0,82,63
0.46,78,64
0,77,61
0,76,62
0,80,54
0,88,63
0,94,71
0,96,73
0,94,73
0,88,68
0,93,72
0.79,89,67
0.52,86,68
0,77,56
0,77,55
0,74,49
0,72,48
0.17,68,59
0.68,72,60
0,74,51
0,84,59
0,83,64
0.01,85,60
0.28,84,66
0,73,61
0,71,52
0,74,53
0.03,70,59
1.22,69,61
0.05,65,61
0,76,53
0,78,52
0,78,52
0,80,53
0,80,59
0,83,56
0,87,64
0.75,84,65
0.15,81,59
0,78,59
0,72,45
0.33,77,55
,,
0,83,57
0,89,63
0,88,64
0,93,70
0,92,68
0,92,70
0,90,68
0,92,61
0,91,51
0,80,51
0,82,54
0,85,68
0.68,73,45
0,80,49
0.22,79,50
0,88,49
0.99,70,66
0,80,66
0,79,59
0,69,56
1.5,66,57
1.5,69,56
0.35,69,57
0,82,65
0,77,51
0,69,50
0,66,37
0,44,27
0,53,27
0,68,36
0,69,43
0,62,36
0.78,53,36
0,,
0,59,36
0,62,33
0,64,33
0,59,34
0,68,34
0,81,34
0,63,43
0,78,53
0,71,40
0.2,59,41
0,49,32
0,49,26
0,49,26
0,69,30
0,78,38
0,70,32
0,74,33
0,72,38
0,64,36
0,65,42
0,48,25
0,56,25
0,81,45
0,62,37
0,43,23
0,49,24
0,62,31
0,66,37
0,78,35
0,50,31
0,40,22
0,40,17
0,54,38
0,55,46
0.35,58,24
0,25,12
0,25,12
3,26,12
0,25,7
0,13,5
0,14,-5
0,25,-5
0,33,7
0,12,7
0,16,-3
0,26,2
0,34,2
0,24,19
0.1,31,24
0,42,26
0,58,27
0,39,25
0,36,24
0.57,42,35
0,46,38
0,40,31
0,49,27
0,48,27
0,48,25
0,25,10
0,17,7
0,21,1
0,24,1
0.1,34,21
0,32,18
0,33,17
2.5,33,14
0,14,1
0,20,-4
,23,3
0,9,-11
0,15,-11
0,21,3
0,38,19
0,41,27
0,41,26
0,37,27
0,46,25
0,37,21
0,39,21
0,37,12
0,27,7
0,27,47
0,42,22
0,30,1
0,27,1
0,32,17
0,37,21
0,38,21
0,42,24
0,40,19
0,44,18
0,43,18
0,26,20
0,26,20
0,30,26
0,30,29
0,31,29
0,30,29
0,33,29
0,33,29
0,41,18
0,31,19
0,33,19
0,33,19
0.22,35,30
0,35,8
0,34,7
0,38,15
0,44,12
0,34,12
0.22,20,12
0,30,-16
0,16,-16
0,38,8
0,15,-3
0,15,-3
0,38,15
0,45,18
0,46,18
0,36,23
,36,2
0.3,36,2
0,20,4
0,37,17
0,37,12
0,32,16
0,46,28
0,45,32
0,41,28
0,43,30
0,54,35
0,35,21
0,32,20
0,48,22
0,48,22
0,26,5
0,26,4
0,23,8
0,25,5
0.23,10,5
0,27,10
0.35,31,19
0,30,26
0,35,28
0,38,28
0,35,31
0,33,22
0,31,13
0.1,32,11
0,27,12
0,29,18
0.25,31,24
0,25,5
0,34,6
0,43,30
0,42,30
0,43,21
0,51,21
0,65,27
0,55,30
0,38,31
0.5,44,37
0.6,47,38
0.25,50,41
0,51,31
0.93,51,24
0,24,11
0,26,10
0,31,11
0,32,11
0,41,21
0,34,18
0,36,17
0,55,26
0,32,25
0,37,24
0,47,25
0,47,25
0,26,17
0,45,16
0,56,27
0,65,29
0,50,17
0,36,17
0.2,50,19
0.15,39,33
0,43,28
0,56,26
0,35,20
0,38,17
0,48,17
0,61,26
0,56,26
0,73,40
0,62,33
0,55,31
0.47,42,31
0,55,30
0,47,33
0,37,20
0,28,21
0,37,27
0.03,51,34
0.2,51,39
0,46,36
0,44,32
,57,32
0,54,32
0.77,37,27
0,34,24
0,36,24
0,46,31
0,48,32
0,28,30
0,43,25
0,58,25
0,80,42
0,83,49
0,90,52
0,87,47
0,71,36
0,69,38
0,67,30
0,61,30
0,72,40
0,79,48
0,83,52
0,86,58
0.03,79,58
0,74,54
0,71,35
0.29,54,36
0,75,46
0.6,79,54
0,76,47
0,68,44
0,73,45
0,83,58
0,83,62
0,77,64
0,73,37
0,63,33
0.28,63,36
0,47,31
0,61,32
0,65,35
0,67,41
0,72,45
0,76,46
0,77,53
0,69,53
0,78,51
0.05,81,52
0,81,48
0.15,69,40
0.25,81,40
0,73,40
0,73,40
0,75,56
0,80,58
0,84,56
0,87,57
0,87,57
0.4,86,58
0.12,86,62
,,
,,
,,
,,
,,
,68,40
0.03,77,53
0,81,56
0,77,54
0,67,47
0,70,47
0,75,47
0,87,56
0,68,53
2.7,80,57
,80,57
0,66,50
0,73,50
0,73,50
0,73,50
0,76,53
